fgood,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,tob,dpd,dep,dc,od,home,dd,online,period
No,1,0,0,51.41003242,4,No,No,M,2,Medium,9293.03,23,1,No,0,Yes,2/28/2018
No,2,2,0,45.17104737,5,No,No,P,2,Low,10405.67,27,0,No,0,Yes,6/30/2018
No,1,2,0,32.81448841,6,No,No,A,3,Low,8732.45,25,0,No,2,Yes,8/31/2018
No,2,2,1,62.55608437,4,No,No,M,1,Medium,11196.07,13,0,No,0,Yes,4/30/2018
No,1,2,0,42.20325978,7,No,No,M,1,Medium,13956.54,19,1,No,0,Yes,6/30/2018
No,1,3,0,35.64950307,7,No,No,M,1,Medium,7025,27,0,No,1,Yes,9/30/2018
No,0,0,0,30.92836492,8,No,No,A,4,Medium,15155.97,29,0,Yes,2,No,8/31/2018
No,1,0,0,50.82994484,6,No,No,M,5,Low,13425.45,27,0,No,0,No,9/30/2018
No,1,1,1,40.59137749,5,No,No,M,5,Medium,12401.85,21,1,No,1,No,9/30/2018
No,1,2,0,63.65594531,6,No,No,A,1,Medium,8933.01,28,0,No,0,Yes,3/31/2018
No,1,2,0,16.91087183,4,No,No,M,4,Low,15695.76,23,2,Yes,0,Yes,3/31/2018
No,2,4,1,48.44451,6,Yes,Yes,M,3,Medium,10486.04,12,2,No,1,No,2/28/2018
No,2,2,0,61.8776275,4,No,Yes,M,0,Low,10791.31,21,2,No,0,Yes,6/30/2018
No,0,0,0,49.16637424,7,Yes,No,P,3,High,15087.06,19,0,Yes,1,Yes,7/31/2018
No,0,2,1,31.64991842,3,No,No,A,3,Medium,11293.43,21,0,No,2,Yes,8/31/2018
No,0,0,0,15.54902747,7,No,No,P,5,Medium,17983.53,36,1,Yes,1,No,3/31/2018
No,1,2,1,17.89950164,7,No,No,A,3,Medium,14264.95,18,0,Yes,2,No,9/30/2018
No,1,2,0,48.82829467,5,No,No,P,5,Medium,16854.28,34,0,Yes,0,Yes,6/30/2018
No,0,2,0,37.56985987,8,No,No,A,3,Medium,14811.56,24,0,No,0,Yes,7/31/2018
No,1,2,0,45.98762459,5,No,Yes,A,2,Low,11987.9,23,1,No,0,Yes,5/31/2018
No,1,0,1,33.69889766,4,No,No,P,5,High,13849.35,24,1,Yes,2,No,7/31/2018
No,0,1,0,22.41602895,6,No,No,A,3,Medium,16423.84,29,0,No,1,No,3/31/2018
No,1,2,0,36.9762429,8,No,No,M,1,Medium,9430.08,19,0,No,0,Yes,12/31/2017
No,1,2,1,57.99536992,7,No,No,M,1,Medium,8492.79,21,2,No,1,Yes,3/31/2018
No,1,3,0,41.79099811,8,No,No,P,5,Medium,14753.61,30,0,Yes,1,Yes,3/31/2018
No,1,1,0,36.88467979,8,No,Yes,A,1,Medium,9101.63,15,0,No,1,Yes,8/31/2018
No,0,1,0,30.55487186,6,No,No,M,1,Low,6003.55,26,1,No,1,No,2/28/2018
No,2,2,0,57.04537786,3,No,Yes,P,2,Medium,7109.68,25,0,No,2,No,12/31/2017
No,0,1,0,42.38714698,5,Yes,No,M,3,High,16559.35,22,2,No,0,Yes,12/31/2017
No,1,1,0,43.17031963,5,No,No,M,2,Medium,14016.23,26,1,No,0,Yes,1/31/2018
No,1,1,0,39.64781319,6,No,No,P,5,Medium,15932.23,27,1,Yes,2,No,5/31/2018
No,1,1,0,17.81699084,6,No,No,A,2,Low,7846.2,23,0,No,2,No,3/31/2018
No,1,0,0,26.65494671,7,No,No,M,5,Medium,9713.61,30,1,No,1,No,3/31/2018
No,0,2,0,42.19793901,6,No,No,M,2,Medium,7290.37,25,0,No,1,No,4/30/2018
No,1,2,0,39.09823289,6,No,No,M,4,Medium,10453.3,20,0,No,1,No,9/30/2018
No,2,3,0,37.93312496,6,No,No,P,4,Medium,11802.6,26,0,No,1,Yes,7/31/2018
No,1,2,0,40.40953704,8,No,No,M,1,Medium,11227.75,15,1,No,2,No,4/30/2018
No,1,2,0,49.79930139,5,Yes,Yes,P,3,High,9813.99,21,1,No,1,No,12/31/2017
No,0,0,0,44.88045832,6,No,Yes,A,5,Medium,15652.38,28,1,Yes,1,Yes,7/31/2018
No,1,1,0,51.51788081,6,Yes,No,M,3,Low,12848.53,26,2,No,1,Yes,3/31/2018
No,1,0,1,24.56022838,5,No,No,M,2,Medium,8310.41,20,0,No,2,Yes,4/30/2018
No,1,0,0,24.13989544,6,No,No,M,2,Low,13876.91,23,0,No,1,Yes,6/30/2018
No,1,2,1,51.63562896,4,No,Yes,A,2,Medium,11131.74,23,2,No,1,No,6/30/2018
No,0,3,1,41.18996891,6,No,No,P,5,Medium,18000.71,27,2,Yes,0,Yes,3/31/2018
No,1,3,1,42.30543177,6,Yes,No,P,4,High,12460.02,27,1,Yes,1,No,2/28/2018
No,0,1,1,44.64595157,7,Yes,Yes,P,3,High,13603.33,23,1,No,0,Yes,12/31/2017
No,2,4,1,58.45392739,6,No,No,A,4,Low,13837.77,20,0,No,0,Yes,1/31/2018
No,1,1,0,46.22398075,4,No,No,A,4,High,10582.48,21,0,No,1,Yes,6/30/2018
No,2,2,0,63.81409254,6,No,No,A,2,High,8230.37,20,1,No,1,Yes,6/30/2018
No,1,3,1,48.43823477,5,No,No,M,2,Medium,9419.72,17,0,No,0,Yes,8/31/2018
No,2,2,0,32.70423604,4,Yes,Yes,A,5,Low,14297.32,30,1,No,1,Yes,7/31/2018
No,0,1,0,53.4872556,6,No,Yes,A,4,Low,12433.19,31,0,No,0,No,3/31/2018
No,0,0,0,24.17599808,6,No,No,M,0,Medium,8494.22,22,0,No,2,Yes,5/31/2018
No,0,2,1,31.55927845,6,No,No,M,3,Medium,12522.02,30,0,No,0,Yes,12/31/2017
No,2,2,1,21.53322929,5,No,No,M,3,Medium,15748.31,21,1,No,1,No,5/31/2018
No,1,0,0,32.17271669,7,No,No,P,5,Medium,15658.21,27,0,Yes,2,Yes,9/30/2018
No,1,1,1,47.57310991,5,Yes,No,M,2,High,9587.08,10,2,No,0,Yes,7/31/2018
No,1,1,1,72.74442196,4,No,Yes,M,1,Medium,11075.86,17,0,No,0,Yes,6/30/2018
No,0,0,0,30.53419355,6,No,No,A,4,Low,9518.47,25,0,No,2,Yes,5/31/2018
No,0,0,1,60.44427167,5,No,No,A,2,Medium,11289.86,23,0,No,2,No,12/31/2017
No,1,2,1,40.19164532,4,No,No,P,3,Medium,15859.47,20,2,No,2,Yes,5/31/2018
No,1,2,0,41.42272277,4,No,No,A,5,Medium,11705.86,21,1,No,2,Yes,8/31/2018
No,0,0,0,32.29351316,6,No,No,M,2,Medium,12271.35,17,0,Yes,2,No,12/31/2017
No,1,0,0,52.16522573,5,No,No,M,2,Medium,12726.08,22,2,No,0,No,3/31/2018
No,2,4,0,50.47109039,3,No,No,A,4,High,12032.05,22,0,No,0,No,7/31/2018
No,0,1,0,20.31334406,5,Yes,Yes,M,3,Low,15538.66,22,2,No,0,Yes,4/30/2018
No,1,1,0,32.82261945,6,No,No,P,4,Low,13661.5,20,0,No,1,No,3/31/2018
No,0,1,1,64.41829871,3,No,No,A,5,Medium,9711.58,26,1,No,2,No,1/31/2018
No,1,3,0,38.3206466,6,No,No,A,5,Medium,17785.69,28,1,No,0,Yes,4/30/2018
No,1,1,0,40.75818628,6,No,No,P,5,High,17130.39,22,0,Yes,2,No,6/30/2018
No,1,0,0,37.59779861,5,No,No,M,4,Medium,13838.45,27,0,No,1,Yes,12/31/2017
No,0,2,0,24.85780304,5,No,No,A,5,Medium,15644.19,23,0,Yes,2,Yes,4/30/2018
No,0,1,1,24.47972939,4,No,No,P,5,Medium,16164.49,25,0,Yes,2,No,5/31/2018
No,0,0,0,38.11377391,7,No,No,P,4,Medium,17315.56,28,0,Yes,1,No,8/31/2018
No,0,2,0,49.94212082,5,No,No,A,4,Medium,13622.3,29,2,Yes,2,No,5/31/2018
No,1,0,0,37.67670411,7,No,No,A,5,Medium,11260.37,30,0,No,1,No,5/31/2018
No,1,2,1,60.58368001,3,No,No,M,1,Low,9564.53,20,2,No,0,Yes,6/30/2018
No,0,1,1,45.50598511,4,No,Yes,P,5,Medium,17189.18,22,0,Yes,0,Yes,6/30/2018
No,2,3,1,42.31399076,4,No,No,A,3,High,13747.14,18,2,Yes,1,Yes,2/28/2018
No,0,1,1,43.83211038,6,No,Yes,A,2,Medium,14741.56,22,0,Yes,0,Yes,8/31/2018
No,0,0,0,44.50589571,6,No,No,A,5,Medium,17422.59,28,1,Yes,0,Yes,1/31/2018
No,0,0,0,47.36532501,8,No,No,A,3,Medium,10665.15,23,0,Yes,1,No,5/31/2018
No,0,1,0,74.69529338,5,No,No,M,2,Low,12782.11,27,2,No,0,Yes,8/31/2018
No,0,2,0,24.00926411,7,No,No,A,4,Medium,11453.02,23,0,Yes,1,No,5/31/2018
No,2,2,0,6.323149336,8,No,No,M,2,Medium,14031.99,17,0,No,1,No,8/31/2018
No,1,2,1,82.66764507,4,Yes,Yes,M,1,Low,7113.22,23,2,No,0,Yes,1/31/2018
No,1,3,1,36.97665411,5,No,No,M,2,Medium,9465.46,17,0,No,1,Yes,5/31/2018
No,2,4,0,27.42934665,5,No,No,A,5,Medium,12601.94,24,0,Yes,2,No,2/28/2018
No,1,3,0,21.5800573,4,No,No,M,2,Medium,11310.54,26,0,Yes,1,Yes,6/30/2018
No,1,0,0,41.07088785,7,No,No,A,5,Medium,19388.04,19,1,Yes,1,No,6/30/2018
No,1,2,0,34.75297264,7,No,No,P,3,Medium,8620.53,28,0,No,2,No,7/31/2018
No,2,2,0,46.89280696,6,No,No,A,3,Medium,14081.68,23,0,No,0,Yes,9/30/2018
No,1,2,0,55.97847789,7,No,No,M,2,Medium,8932.23,19,0,No,1,No,2/28/2018
No,1,1,1,31.11434033,5,No,Yes,M,3,Medium,11965.02,15,1,No,1,Yes,3/31/2018
No,1,2,1,45.0638951,7,No,No,A,3,Medium,12399.46,18,0,Yes,1,No,9/30/2018
No,1,2,0,52.98202221,5,No,No,A,1,Medium,11224.65,19,0,No,0,Yes,8/31/2018
No,2,4,0,27.04118856,5,No,No,P,3,Medium,14773.18,23,1,Yes,1,No,2/28/2018
No,1,0,0,57.85255805,4,No,No,A,3,Medium,11367.1,23,2,No,2,No,7/31/2018
No,1,2,1,29.94111574,7,No,No,M,2,Low,4314,20,0,No,1,No,5/31/2018
No,2,2,0,42.83525548,5,No,No,M,2,Medium,8883.03,23,2,No,1,No,1/31/2018
No,2,2,2,33.22109357,6,No,No,P,2,Medium,13001.61,23,0,No,0,No,1/31/2018
No,1,1,0,50.9746216,5,No,Yes,A,3,Medium,11756.8,25,2,Yes,2,Yes,6/30/2018
No,1,2,1,57.38080552,6,No,No,M,2,Medium,10623.46,28,2,No,0,No,9/30/2018
No,2,4,1,40.52262218,6,No,No,M,2,High,10203.68,18,2,No,0,Yes,4/30/2018
No,0,1,0,39.94175082,6,No,No,M,3,Medium,8562.19,20,0,Yes,2,Yes,12/31/2017
No,0,1,0,33.09329019,8,No,No,P,5,Medium,18274.97,37,0,Yes,1,No,5/31/2018
No,2,3,1,26.19912688,7,No,No,P,3,Low,11416.47,22,0,Yes,1,No,6/30/2018
No,1,1,1,71.3878169,7,No,No,A,3,Medium,10836.61,27,0,Yes,1,Yes,12/31/2017
No,1,2,1,28.75682622,7,No,Yes,A,5,Medium,14402.41,25,0,Yes,2,No,6/30/2018
No,1,1,0,40.74562667,7,No,No,P,5,Medium,15590.92,32,0,Yes,1,Yes,1/31/2018
No,0,1,0,42.52225264,7,Yes,Yes,M,5,Low,15460.4,28,2,No,0,Yes,6/30/2018
No,1,2,1,46.34787561,7,No,No,M,3,Medium,10525.55,18,0,No,0,Yes,8/31/2018
No,1,1,0,47.67826176,5,No,No,M,3,Low,14561.49,14,0,Yes,1,Yes,4/30/2018
No,2,3,0,47.94727386,6,No,Yes,M,1,Medium,11540.57,13,0,No,0,Yes,1/31/2018
No,2,3,2,44.25536407,6,No,No,A,3,Medium,13383.26,18,2,No,0,No,6/30/2018
No,2,2,1,39.56118791,6,No,No,A,5,Medium,14973.01,23,0,Yes,0,No,8/31/2018
No,1,1,1,27.15076242,7,No,No,M,2,Medium,11217.99,25,0,No,1,Yes,1/31/2018
No,2,2,1,48.47839959,4,Yes,Yes,M,0,High,9750.83,13,2,No,0,Yes,9/30/2018
No,1,1,0,23.38048808,6,No,No,A,5,Medium,15424.67,24,0,Yes,2,No,12/31/2017
No,2,2,1,39.40737378,6,No,No,M,1,Low,9244.42,13,2,No,0,No,7/31/2018
No,1,1,0,41.1821119,5,No,No,M,2,Medium,11603.41,21,0,No,0,Yes,4/30/2018
No,1,1,1,38.77227429,3,No,No,M,4,Medium,13385.45,23,1,Yes,1,No,5/31/2018
No,0,2,0,51.33525098,5,No,No,M,2,Medium,12062.97,19,0,No,1,No,5/31/2018
No,1,0,0,49.97013209,5,No,No,A,2,Medium,12922.94,28,0,No,1,Yes,12/31/2017
No,0,0,0,29.69519972,8,No,No,A,5,Low,11388.22,32,0,No,1,Yes,5/31/2018
No,1,1,1,44.03235583,3,No,No,P,2,Medium,11775.95,20,0,Yes,1,No,5/31/2018
No,0,0,0,41.20502943,5,No,No,A,2,Medium,12500.16,20,0,Yes,2,Yes,12/31/2017
No,2,4,0,61.50197362,5,Yes,No,A,4,Low,13611.07,27,2,No,1,Yes,2/28/2018
No,0,1,1,28.77870121,7,No,No,A,2,Medium,11923.54,18,0,Yes,1,Yes,2/28/2018
No,1,0,1,31.0807188,7,No,No,M,5,Medium,14689.56,23,2,No,0,Yes,12/31/2017
No,1,2,1,55.70789701,5,No,Yes,M,2,Medium,9575.55,15,0,Yes,0,No,1/31/2018
No,1,1,1,20.76447563,4,No,No,M,4,Medium,13050.46,20,0,Yes,2,Yes,8/31/2018
No,2,0,0,37.75813325,7,No,No,A,5,Medium,18765.46,23,2,Yes,1,No,9/30/2018
No,1,1,0,36.21446767,5,No,No,A,2,Medium,12016.21,20,1,Yes,1,Yes,1/31/2018
No,2,3,0,37.00508335,6,No,No,M,4,High,9400.06,17,0,No,1,Yes,12/31/2017
No,0,0,0,2.199083211,6,No,No,A,5,Medium,20003.6,30,0,Yes,2,Yes,4/30/2018
No,1,2,1,40.00152697,8,No,No,A,2,Medium,14159.61,26,0,No,0,Yes,3/31/2018
No,2,4,0,60.15471333,4,No,No,M,4,Medium,13611.02,18,1,No,1,No,2/28/2018
No,0,2,1,31.94806671,5,No,Yes,P,4,Medium,16118.5,31,2,Yes,0,Yes,6/30/2018
No,0,1,0,28.63473778,8,No,No,A,5,Medium,13493.69,26,0,Yes,1,No,9/30/2018
No,0,1,1,37.15353016,5,No,No,M,2,Medium,11248.37,19,1,No,2,Yes,1/31/2018
No,1,2,0,65.46480188,5,No,No,M,1,High,7780.96,17,2,No,1,Yes,3/31/2018
No,2,3,1,59.99687795,4,No,No,A,3,High,12857.8,23,0,No,0,No,3/31/2018
No,1,2,1,36.53415655,8,Yes,No,A,5,Low,14453,18,0,Yes,1,Yes,8/31/2018
No,2,2,0,45.47026735,7,No,No,P,3,Medium,12141.03,27,0,No,0,No,2/28/2018
No,1,2,1,41.83805881,5,No,Yes,M,2,Medium,10877.56,19,0,No,0,Yes,5/31/2018
No,1,2,1,50.5173172,7,No,No,P,2,Low,12614.32,28,2,No,0,No,5/31/2018
No,1,1,1,44.9957199,5,No,No,P,3,Medium,12590.1,27,1,Yes,1,No,5/31/2018
No,0,0,0,23.38655436,5,No,No,M,3,Medium,12852.01,28,2,No,2,No,12/31/2017
No,2,2,1,24.02753246,5,No,No,A,3,Medium,14531.37,20,0,Yes,2,Yes,7/31/2018
No,1,1,0,29.56165656,5,No,No,P,3,Low,14114.3,23,0,No,0,Yes,8/31/2018
No,1,3,0,22.65033366,5,No,No,A,5,High,15298.31,28,0,Yes,0,No,4/30/2018
No,1,3,0,64.03569044,7,Yes,No,A,2,High,10205.01,19,0,Yes,0,Yes,7/31/2018
No,0,2,0,60.588003,7,No,No,P,5,Medium,14059.96,21,0,Yes,2,No,4/30/2018
No,1,1,0,37.31764302,6,Yes,Yes,M,3,Low,12300.4,24,1,No,0,Yes,5/31/2018
No,2,3,1,34.86113944,4,No,No,A,3,Medium,6530.24,22,1,No,2,No,6/30/2018
No,1,3,0,48.51850963,5,No,No,A,5,Medium,12244.41,26,0,No,0,No,12/31/2017
No,1,3,1,50.45976355,5,No,No,A,2,Medium,10830.69,15,0,No,1,Yes,2/28/2018
No,1,1,0,44.68045926,6,No,No,M,2,Medium,15814.1,13,0,Yes,2,Yes,8/31/2018
No,2,2,0,13.7221002,4,No,No,M,3,Medium,12501.15,27,2,Yes,2,No,1/31/2018
No,1,2,1,44.76109945,6,Yes,No,M,3,Low,15534.52,16,2,Yes,1,Yes,2/28/2018
No,1,3,0,40.2723855,8,No,No,P,4,Medium,18215.9,24,1,No,1,Yes,2/28/2018
No,2,0,0,25.6835127,5,No,No,A,5,Medium,11976.9,36,0,No,1,Yes,8/31/2018
No,1,3,0,42.16025838,7,No,No,M,2,Medium,16773.17,24,1,Yes,0,Yes,12/31/2017
No,1,3,0,55.87029112,6,No,No,M,3,Medium,14763.31,23,0,No,0,Yes,8/31/2018
No,2,2,0,36.02761497,6,No,No,P,5,Medium,12510.25,26,0,No,1,No,9/30/2018
No,0,0,0,32.8172864,6,No,No,A,4,Medium,15919.21,28,0,Yes,1,Yes,6/30/2018
No,1,2,1,62.10664513,4,Yes,No,A,2,High,17551.9,10,2,Yes,1,Yes,9/30/2018
No,0,0,0,50.072379,6,No,Yes,M,2,Low,7759.55,25,0,No,0,Yes,4/30/2018
No,1,2,1,74.13458551,4,No,No,P,4,High,12974.21,21,1,No,0,Yes,5/31/2018
No,1,5,1,43.10450309,4,Yes,Yes,A,4,High,15262.03,22,2,No,0,Yes,4/30/2018
No,1,0,0,24.04674233,3,No,No,A,4,Medium,8919.79,22,0,Yes,2,Yes,6/30/2018
No,1,1,0,31.8129807,7,No,No,P,5,Medium,18114.84,32,0,Yes,0,No,2/28/2018
No,1,2,0,32.79917928,8,No,Yes,A,4,Medium,13269.71,19,0,Yes,2,No,1/31/2018
No,1,0,1,48.58877404,6,No,No,A,5,Medium,12656.25,28,0,Yes,0,Yes,2/28/2018
No,0,1,0,36.31467989,8,No,No,P,5,Medium,16365.2,28,0,Yes,2,Yes,7/31/2018
No,0,1,0,13.90704203,7,No,No,A,5,Medium,15701.25,23,0,Yes,2,Yes,9/30/2018
No,1,1,1,40.78362667,3,No,No,P,5,Medium,18026.56,25,0,Yes,0,No,1/31/2018
No,1,1,0,35.98711313,5,No,Yes,A,5,Medium,7668.91,27,0,No,2,No,5/31/2018
No,1,3,1,21.91326145,6,No,No,A,2,Medium,12431.38,16,0,Yes,1,No,3/31/2018
No,1,0,1,53.40215744,8,No,No,M,1,High,7292.33,23,1,No,0,Yes,8/31/2018
No,1,2,1,74.41988533,4,No,No,P,4,Medium,16321.57,17,0,No,0,No,5/31/2018
No,1,1,0,19.93165436,7,No,No,P,5,Medium,13552.18,25,0,No,1,Yes,2/28/2018
No,1,3,0,39.83800345,5,No,No,M,2,Medium,13098.41,19,0,No,0,No,7/31/2018
No,1,1,0,44.74358029,6,No,No,M,3,Medium,11734.11,21,0,Yes,1,Yes,6/30/2018
No,0,2,0,54.52752105,5,No,No,A,5,Medium,16689.11,23,0,Yes,1,Yes,5/31/2018
No,2,5,2,45.36517866,3,Yes,No,M,0,High,4271.05,17,2,No,0,Yes,7/31/2018
No,2,4,1,45.04756783,5,No,No,P,3,High,11886.91,21,0,No,0,Yes,4/30/2018
No,1,1,1,35.09071744,5,No,No,M,2,Medium,15016.06,26,1,No,0,Yes,2/28/2018
No,1,1,1,38.7487292,6,Yes,No,A,3,High,11505.98,22,1,Yes,1,No,5/31/2018
No,1,3,2,56.83372204,3,Yes,No,M,0,Low,9684.32,13,2,Yes,0,Yes,3/31/2018
No,1,2,0,46.80122335,7,No,No,A,3,Medium,16227.95,25,2,No,0,Yes,1/31/2018
No,0,1,1,27.82100158,7,No,No,M,2,Medium,8810.19,18,0,No,1,Yes,9/30/2018
No,1,1,1,45.35137221,6,No,No,M,2,Medium,13694.31,16,0,No,0,Yes,1/31/2018
No,1,2,0,53.77334126,3,No,Yes,M,1,Medium,7413.44,24,1,No,0,Yes,8/31/2018
No,0,0,0,32.70857703,7,No,No,P,4,Medium,15732.73,23,0,Yes,2,Yes,3/31/2018
No,0,0,1,27.89326231,7,No,No,A,5,Medium,15306.65,25,0,Yes,1,Yes,5/31/2018
No,1,2,1,40.53381638,8,No,No,A,2,Low,11979.68,17,0,No,0,Yes,3/31/2018
No,1,2,1,61.28435727,7,No,No,P,5,Low,12144.27,25,0,Yes,1,No,2/28/2018
No,1,0,0,46.15648472,5,No,No,A,3,Medium,10486.22,21,0,Yes,2,No,4/30/2018
No,1,2,0,65.19870769,8,No,No,P,5,Medium,19859.46,26,0,No,0,No,7/31/2018
No,0,1,1,3.144444526,7,No,No,P,5,Medium,12933.68,43,0,No,0,No,8/31/2018
No,1,2,0,38.59114878,5,No,No,A,5,Low,13830.11,26,0,Yes,0,Yes,2/28/2018
No,2,2,0,35.28530449,5,No,No,M,1,Medium,11790.29,17,2,No,0,Yes,5/31/2018
No,1,1,1,24.60178221,4,No,Yes,M,3,Medium,7993.81,28,0,No,1,Yes,4/30/2018
No,2,2,1,51.53171274,4,Yes,No,A,5,Low,15472.31,25,2,Yes,1,Yes,2/28/2018
No,1,1,0,43.17935287,4,No,No,M,2,Medium,15049.62,13,0,No,2,Yes,1/31/2018
No,1,0,1,29.83557115,3,No,No,A,5,Medium,15691.93,26,2,Yes,2,No,7/31/2018
No,2,3,1,55.15727881,6,Yes,Yes,A,1,Low,11088.89,12,1,Yes,1,Yes,12/31/2017
No,1,1,0,25.3109395,4,No,No,A,3,Medium,14373.94,20,1,Yes,1,No,8/31/2018
No,1,1,1,64.41782999,7,No,No,M,2,Medium,10215.48,22,2,No,0,No,8/31/2018
No,1,0,0,55.91362819,7,No,No,M,1,Medium,8057.04,25,1,No,0,Yes,2/28/2018
No,0,0,1,46.3198112,6,No,No,P,2,Medium,10648.76,28,0,No,0,Yes,8/31/2018
No,2,3,1,41.9144743,3,No,No,A,2,Medium,9412.23,19,0,No,0,No,6/30/2018
No,2,2,1,52.0903629,5,No,No,M,4,High,10424.51,18,0,Yes,1,Yes,3/31/2018
No,1,1,0,29.86269454,8,No,No,P,4,Medium,14759.6,24,0,No,1,Yes,12/31/2017
No,1,1,0,33.44934758,5,No,No,P,3,Medium,11260.01,23,0,Yes,2,Yes,9/30/2018
No,1,0,0,25.04998161,5,No,No,M,2,Medium,12112.4,20,0,Yes,2,Yes,2/28/2018
No,1,2,1,44.67881585,6,No,No,M,4,Medium,15425.6,16,0,Yes,1,Yes,7/31/2018
No,1,0,0,35.84836826,7,No,No,A,3,Medium,12514.48,30,2,No,2,No,7/31/2018
No,2,3,0,40.8207316,8,No,Yes,A,5,Medium,13638.93,20,0,Yes,1,Yes,7/31/2018
No,0,0,0,58.53754118,4,No,No,M,1,Medium,12751.86,23,2,No,0,Yes,3/31/2018
No,1,2,1,64.18292121,7,Yes,No,M,3,High,9208.14,14,0,Yes,0,Yes,4/30/2018
No,1,1,0,44.62929616,7,No,Yes,M,4,Medium,11851.72,23,1,Yes,1,No,2/28/2018
No,1,1,0,49.2824028,7,No,No,A,4,High,12171.69,24,0,No,1,No,8/31/2018
No,2,3,1,47.02251655,6,Yes,Yes,A,3,High,12776.55,25,1,No,0,Yes,6/30/2018
No,0,0,0,36.62631828,5,No,No,A,5,Medium,17915.78,24,0,Yes,1,Yes,4/30/2018
No,1,0,0,55.36551908,6,No,No,M,1,Medium,11551.75,16,0,No,0,Yes,12/31/2017
No,0,0,1,41.15988263,7,No,No,P,4,Medium,18213.18,28,0,Yes,2,No,6/30/2018
No,1,1,1,54.13542335,5,No,No,M,3,Medium,11836.94,25,2,No,1,No,5/31/2018
No,0,1,1,36.91187254,4,No,No,A,4,Medium,10051.75,20,0,No,2,No,3/31/2018
No,1,2,0,49.48601892,7,No,No,A,3,Low,10054.94,21,0,No,1,Yes,1/31/2018
No,2,3,1,40.98190334,6,No,No,P,5,Medium,11551.69,22,0,Yes,2,No,6/30/2018
No,1,2,1,30.38481963,6,No,No,P,4,Low,10210.75,25,0,No,1,No,2/28/2018
No,2,3,1,52.86074118,5,No,No,A,3,Low,8810.64,22,2,No,0,Yes,4/30/2018
No,0,0,0,39.71770401,5,No,No,A,2,Medium,14765.38,28,0,No,0,Yes,3/31/2018
No,1,3,0,38.45371063,6,No,No,A,3,Medium,10082.91,25,2,No,2,No,8/31/2018
No,1,1,0,64.31487289,3,No,No,M,1,Medium,8190.82,9,0,No,2,Yes,4/30/2018
No,2,3,1,65.4975354,4,No,Yes,A,4,Low,10189.67,22,0,No,0,Yes,5/31/2018
No,1,1,0,58.10893182,5,No,No,A,5,High,17202.78,19,2,Yes,1,No,3/31/2018
No,0,1,0,46.91969107,5,No,No,A,3,Medium,11702.99,18,0,No,2,Yes,12/31/2017
No,1,2,0,37.66282576,5,No,No,M,4,Medium,8977.02,29,2,Yes,1,No,4/30/2018
No,2,3,0,49.99274427,6,Yes,No,M,0,High,1598.29,16,2,No,1,Yes,5/31/2018
No,1,2,0,38.4519512,5,No,No,M,2,Medium,15427.49,23,2,Yes,1,Yes,9/30/2018
No,1,2,0,49.59400814,6,No,No,M,1,Medium,14982.12,23,1,No,0,Yes,4/30/2018
No,2,3,0,63.23979549,4,No,No,M,0,Low,7264.12,23,2,No,0,Yes,9/30/2018
No,2,3,1,37.12131845,7,No,No,A,3,Medium,14129.57,26,0,Yes,0,Yes,6/30/2018
No,1,1,0,44.10326585,4,No,No,M,4,Medium,16265.61,15,1,Yes,0,Yes,3/31/2018
No,1,1,0,32.1388115,8,No,No,M,5,Medium,10506.8,29,0,No,1,No,5/31/2018
No,2,2,1,55.7812968,6,No,No,M,5,Medium,8490.07,24,0,No,2,No,7/31/2018
No,0,2,1,47.71644211,5,No,No,A,4,Low,12577.19,23,0,No,0,Yes,2/28/2018
No,0,1,2,26.71453991,5,No,No,A,3,Medium,11919.04,30,2,No,0,No,9/30/2018
No,1,2,0,47.2619755,7,No,No,M,3,Medium,13368.43,25,0,No,0,Yes,4/30/2018
No,0,0,0,59.23764918,8,No,No,P,3,Medium,12582.44,28,1,No,0,No,7/31/2018
No,1,1,1,40.91133228,6,No,No,P,2,Medium,14723.04,21,0,No,0,Yes,8/31/2018
No,1,1,1,47.82785198,5,No,No,A,3,Medium,13110.44,21,1,Yes,2,Yes,6/30/2018
No,2,2,0,23.63244771,4,No,No,P,5,Medium,15819.84,27,0,Yes,2,Yes,3/31/2018
No,2,1,0,37.70950062,5,No,No,P,3,Medium,13128.59,24,1,No,2,Yes,12/31/2017
No,0,0,0,34.13005529,5,No,No,M,0,Medium,15164.57,25,2,No,0,Yes,6/30/2018
No,2,1,0,57.59836834,4,No,No,M,3,Medium,11729.06,26,1,No,1,Yes,4/30/2018
No,2,2,0,55.18381838,8,No,No,P,3,Low,8703.24,24,0,Yes,1,No,3/31/2018
No,0,0,0,3.627218003,6,No,No,P,5,Medium,15368.61,34,0,Yes,2,No,3/31/2018
No,1,2,1,31.45155126,5,No,No,A,4,Medium,14092.39,22,0,Yes,1,Yes,9/30/2018
No,1,3,1,42.79818189,6,No,No,P,1,Medium,10917.37,17,0,Yes,1,Yes,7/31/2018
No,1,1,0,52.34365155,6,No,No,A,4,Medium,12755.6,34,2,No,0,No,5/31/2018
No,1,1,0,47.54010616,7,No,No,M,5,Medium,16115.73,25,2,No,0,Yes,2/28/2018
No,2,2,1,34.53401435,6,No,No,A,3,Medium,13427.06,28,2,No,0,Yes,8/31/2018
